rules,support,confidence,lift,count
"{Lime Sparkling Water,Sparkling Water Grapefruit} => {Sparkling Lemon Water}",0.001379214,0.333785005,32.7277276,4434
"{Organic Hass Avocado,Organic Roasted Turkey Breast} => {Organic Strawberries}",0.000534702,0.311751904,3.786579007,1719
"{Organic Hass Avocado,Organic Roasted Turkey Breast} => {Bag of Organic Bananas}",0.000658813,0.384113166,3.25438248,2118
"{Organic Roasted Turkey Breast,Organic Strawberries} => {Bag of Organic Bananas}",0.000635795,0.324547475,2.749714693,2044
"{Organic Avocado,Organic Reduced Fat Milk} => {Banana}",0.00058727,0.446335697,3.03643526,1888
"{Organic Baby Spinach,Organic Reduced Fat Milk} => {Banana}",0.000548389,0.366985845,2.496615813,1763
"{Organic Reduced Fat Milk,Organic Strawberries} => {Banana}",0.00073471,0.332676056,2.263205282,2362
"{Organic Raspberries,Organic Whole Strawberries} => {Frozen Organic Wild Blueberries}",0.000507329,0.315229996,33.88813638,1631
"{Frozen Organic Wild Blueberries,Organic Raspberries} => {Bag of Organic Bananas}",0.00057825,0.335377954,2.841475465,1859
"{Frozen Organic Wild Blueberries,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000693651,0.406711654,3.445847207,2230
"{Frozen Organic Wild Blueberries,Organic Baby Spinach} => {Bag of Organic Bananas}",0.000675921,0.322451402,2.731955803,2173
"{Organic Baby Broccoli,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000654147,0.358934972,3.041061296,2103
"{Organic Baby Broccoli,Organic Strawberries} => {Bag of Organic Bananas}",0.000506396,0.313922098,2.659691635,1628
"{Granny Smith Apples,Organic Fuji Apple} => {Banana}",0.000534702,0.530228254,3.607158864,1719
"{Granny Smith Apples,Large Lemon} => {Banana}",0.000501108,0.419094693,2.851113883,1611
"{Organic Hass Avocado,Organic Russet Potato} => {Bag of Organic Bananas}",0.000642327,0.387866266,3.286180456,2065
"{Organic Russet Potato,Organic Strawberries} => {Bag of Organic Bananas}",0.000574517,0.337413226,2.85871922,1847
"{Hass Avocados,Raspberries} => {Strawberries}",0.000507951,0.322472354,7.252191214,1633
"{Organic Raspberries,Organic Whole Strawberries} => {Bag of Organic Bananas}",0.000541856,0.336683417,2.852535944,1742
"{Organic Hass Avocado,Organic Whole Strawberries} => {Bag of Organic Bananas}",0.000641394,0.422800902,3.582162677,2062
"{Organic Baby Spinach,Organic Whole Strawberries} => {Bag of Organic Bananas}",0.000681209,0.311256396,2.637106585,2190
"{Organic Strawberries,Organic Whole Strawberries} => {Bag of Organic Bananas}",0.000512928,0.319945673,2.71072612,1649
"{100% Raw Coconut Water,Organic Raspberries} => {Bag of Organic Bananas}",0.000511684,0.392133492,3.322334349,1645
"{100% Raw Coconut Water,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000790389,0.382335239,3.239319067,2541
"{100% Raw Coconut Water,Organic Strawberries} => {Bag of Organic Bananas}",0.000570784,0.346357116,2.934495946,1835
"{Feta Cheese Crumbles,Organic Avocado} => {Banana}",0.000539368,0.361099542,2.456571114,1734
"{Bartlett Pears,Honeycrisp Apple} => {Banana}",0.000528792,0.493612079,3.358057915,1700
"{Bartlett Pears,Organic Fuji Apple} => {Banana}",0.000714803,0.544291805,3.702833625,2298
"{Bartlett Pears,Strawberries} => {Banana}",0.000638594,0.473041475,3.218115471,2053
"{Bartlett Pears,Large Lemon} => {Banana}",0.000591936,0.492494824,3.350457196,1903
"{Bartlett Pears,Organic Avocado} => {Banana}",0.000689607,0.513551077,3.493703523,2217
"{Bartlett Pears,Organic Baby Spinach} => {Banana}",0.000522882,0.422893082,2.876954437,1681
"{Bartlett Pears,Organic Strawberries} => {Banana}",0.000506707,0.433590631,2.949730187,1629
"{Large Alfresco Eggs,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000717913,0.380544106,3.224143763,2308
"{Large Alfresco Eggs,Organic Strawberries} => {Bag of Organic Bananas}",0.000588515,0.33749554,2.859416625,1892
"{Organic Carrot Bunch,Organic Raspberries} => {Bag of Organic Bananas}",0.000564252,0.446688008,3.784545164,1814
"{Organic Carrot Bunch,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000815895,0.425742574,3.607085868,2623
"{Organic Carrot Bunch,Organic Strawberries} => {Bag of Organic Bananas}",0.000576072,0.363707777,3.081498684,1852
"{Organic Hass Avocado,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese} => {Bag of Organic Bananas}",0.000520083,0.35059761,2.970423348,1672
"{Grape White/Green Seedless,Organic Avocado} => {Banana}",0.000577628,0.390782828,2.65850741,1857
"{Grape White/Green Seedless,Organic Baby Spinach} => {Banana}",0.000585404,0.341374932,2.322383996,1882
"{Organic Hass Avocado,Spring Water} => {Bag of Organic Bananas}",0.000570473,0.345972458,2.931236948,1834
"{Organic Grade A Free Range Large Brown Eggs,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000795677,0.347790619,2.946641237,2558
"{Clementines, Bag,Strawberries} => {Banana}",0.000554921,0.452332657,3.077232759,1784
"{Clementines, Bag,Organic Strawberries} => {Banana}",0.000597535,0.316266052,2.151567526,1921
"{Cucumber Kirby,Roma Tomato} => {Banana}",0.000526615,0.371027833,2.524113576,1693
"{Large Lemon,Roma Tomato} => {Banana}",0.000503597,0.349751566,2.379370492,1619
"{Organic Avocado,Roma Tomato} => {Banana}",0.000591625,0.344315713,2.34239022,1902
"{Organic Broccoli,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000829893,0.379408419,3.214521704,2668
"{Organic Bartlett Pear,Organic Raspberries} => {Organic Strawberries}",0.000517283,0.358791802,4.357931692,1663
"{Organic Bartlett Pear,Organic Raspberries} => {Bag of Organic Bananas}",0.00059007,0.409277238,3.46758401,1897
"{Organic Bartlett Pear,Organic Hass Avocado} => {Organic Strawberries}",0.000703294,0.314902507,3.824846636,2261
"{Organic Bartlett Pear,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000865042,0.387325905,3.281602273,2781
"{Organic Baby Spinach,Organic Bartlett Pear} => {Bag of Organic Bananas}",0.000612777,0.320325203,2.713941672,1970
"{Organic Bartlett Pear,Organic Strawberries} => {Bag of Organic Bananas}",0.000936895,0.320835109,2.718261824,3012
"{Organic Black Beans,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000716358,0.354416744,3.002780799,2303
"{Organic Black Beans,Organic Strawberries} => {Bag of Organic Bananas}",0.000555232,0.302491103,2.562843017,1785
"{Large Lemon,Orange Bell Pepper} => {Banana}",0.000515417,0.329554495,2.241969204,1657
"{Orange Bell Pepper,Organic Avocado} => {Banana}",0.000554299,0.346490375,2.357184512,1782
"{Orange Bell Pepper,Organic Baby Spinach} => {Banana}",0.000515106,0.30740672,2.091297221,1656
"{Broccoli Crown,Cucumber Kirby} => {Banana}",0.000646993,0.465532677,3.167032892,2080
"{Broccoli Crown,Strawberries} => {Banana}",0.00053408,0.469896004,3.196716742,1717
"{Broccoli Crown,Limes} => {Large Lemon}",0.000500797,0.373636575,7.868584534,1610
"{Broccoli Crown,Large Lemon} => {Organic Avocado}",0.000635795,0.300544038,5.464531926,2044
"{Broccoli Crown,Large Lemon} => {Banana}",0.000818384,0.386854874,2.63178542,2631
"{Broccoli Crown,Organic Avocado} => {Banana}",0.001105487,0.444750344,3.025650054,3554
"{Broccoli Crown,Organic Baby Spinach} => {Banana}",0.000889304,0.394399227,2.683109883,2859
"{Broccoli Crown,Organic Strawberries} => {Banana}",0.00062553,0.387475915,2.636010381,2011
"{Cucumber Kirby,Red Onion} => {Banana}",0.000525059,0.351959967,2.394394307,1688
"{Large Lemon,Red Onion} => {Banana}",0.000637972,0.329901882,2.244332489,2051
"{Organic Avocado,Red Onion} => {Banana}",0.000661923,0.332812011,2.264130187,2128
"{Organic Large Extra Fancy Fuji Apple,Organic Navel Orange} => {Bag of Organic Bananas}",0.000604378,0.467854563,3.963877903,1943
"{Apple Honeycrisp Organic,Organic Navel Orange} => {Bag of Organic Bananas}",0.000556476,0.445912263,3.777972701,1789
"{Organic Lemon,Organic Navel Orange} => {Bag of Organic Bananas}",0.000571095,0.414073072,3.508216504,1836
"{Organic Navel Orange,Organic Raspberries} => {Organic Hass Avocado}",0.000517283,0.318216609,4.789807773,1663
"{Organic Navel Orange,Organic Raspberries} => {Bag of Organic Bananas}",0.00080252,0.493685419,4.182728733,2580
"{Organic Hass Avocado,Organic Navel Orange} => {Bag of Organic Bananas}",0.001175474,0.463567223,3.927553595,3779
"{Organic Baby Spinach,Organic Navel Orange} => {Bag of Organic Bananas}",0.000722268,0.389924433,3.303618191,2322
"{Organic Navel Orange,Organic Strawberries} => {Bag of Organic Bananas}",0.000958669,0.434206819,3.678798821,3082
"{Organic Raspberries,Organic Reduced Fat 2% Milk} => {Organic Strawberries}",0.000577939,0.333273543,4.047983614,1858
"{Organic Raspberries,Organic Reduced Fat 2% Milk} => {Bag of Organic Bananas}",0.00059318,0.34206278,2.89811237,1907
"{Organic Hass Avocado,Organic Reduced Fat 2% Milk} => {Bag of Organic Bananas}",0.000704227,0.351334575,2.976667255,2264
"{Organic Reduced Fat 2% Milk,Organic Strawberries} => {Bag of Organic Bananas}",0.000753995,0.314356115,2.663368823,2424
"{Bunched Cilantro,Jalapeno Peppers} => {Limes}",0.000757728,0.423063564,9.671656591,2436
"{Jalapeno Peppers,Organic Cilantro} => {Limes}",0.000771725,0.424828767,9.712010907,2481
"{Jalapeno Peppers,Organic Garlic} => {Limes}",0.0006078,0.372190476,8.508646881,1954
"{Jalapeno Peppers,Large Lemon} => {Limes}",0.000800653,0.409416256,9.359665469,2574
"{Jalapeno Peppers,Organic Avocado} => {Limes}",0.000800031,0.390762686,8.933226192,2572
"{Jalapeno Peppers,Organic Hass Avocado} => {Limes}",0.000540301,0.34213118,7.821461274,1737
"{Jalapeno Peppers,Organic Baby Spinach} => {Limes}",0.000572029,0.31248938,7.143820051,1839
"{Organic Hass Avocado,Organic Lacinato (Dinosaur) Kale} => {Bag of Organic Bananas}",0.000856954,0.362643149,3.072478666,2755
"{Organic Lacinato (Dinosaur) Kale,Organic Strawberries} => {Bag of Organic Bananas}",0.000566119,0.30419522,2.577281073,1820
"{Organic Hass Avocado,Uncured Genoa Salami} => {Bag of Organic Bananas}",0.000598779,0.346909353,2.939174751,1925
"{Organic Raspberries,Unsweetened Almondmilk} => {Bag of Organic Bananas}",0.000524126,0.354438368,3.002964008,1685
"{Organic Hass Avocado,Unsweetened Almondmilk} => {Bag of Organic Bananas}",0.000826782,0.369371873,3.129487499,2658
"{Organic Strawberries,Unsweetened Almondmilk} => {Bag of Organic Bananas}",0.000578561,0.302783656,2.56532166,1860
"{Boneless Skinless Chicken Breasts,Cucumber Kirby} => {Banana}",0.000690229,0.420982736,2.863958295,2219
"{Boneless Skinless Chicken Breasts,Strawberries} => {Banana}",0.00050173,0.421699346,2.868833419,1613
"{Boneless Skinless Chicken Breasts,Limes} => {Banana}",0.000618687,0.356132498,2.422780163,1989
"{Boneless Skinless Chicken Breasts,Large Lemon} => {Banana}",0.000632684,0.353554667,2.405243103,2034
"{Boneless Skinless Chicken Breasts,Organic Avocado} => {Banana}",0.000925386,0.382981462,2.605434482,2975
"{Boneless Skinless Chicken Breasts,Organic Baby Spinach} => {Banana}",0.000930985,0.35432698,2.410497171,2993
"{Boneless Skinless Chicken Breasts,Organic Strawberries} => {Banana}",0.000713247,0.374795685,2.54974639,2293
"{Bunched Cilantro,Organic Garlic} => {Limes}",0.000586648,0.400254669,9.150222422,1886
"{Bunched Cilantro,Large Lemon} => {Limes}",0.000820872,0.397799216,9.094088313,2639
"{Bunched Cilantro,Organic Avocado} => {Limes}",0.000933163,0.399840064,9.140744138,3000
"{Bunched Cilantro,Organic Baby Spinach} => {Limes}",0.000577939,0.333094299,7.614869133,1858
"{Bunched Cilantro,Large Lemon} => {Banana}",0.000664412,0.321977691,2.190423976,2136
"{Bunched Cilantro,Organic Avocado} => {Banana}",0.000788833,0.337998134,2.299411538,2536
"{Bunched Cilantro,Organic Baby Spinach} => {Banana}",0.000548389,0.316063105,2.150186871,1763
"{Limes,Small Hass Avocado} => {Banana}",0.000502975,0.30094919,2.047366452,1617
"{Organic Baby Spinach,Small Hass Avocado} => {Banana}",0.00066099,0.338861426,2.305284536,2125
"{Organic Strawberries,Small Hass Avocado} => {Banana}",0.00057545,0.329005869,2.238236884,1850
"{Grated Parmesan,Organic Avocado} => {Banana}",0.000528792,0.342258909,2.328397717,1700
"{Grated Parmesan,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000621486,0.333166583,2.822739719,1998
"{Blueberries,Strawberries} => {Banana}",0.00093534,0.334036881,2.272463011,3007
"{Blueberries,Organic Avocado} => {Banana}",0.000596291,0.425905354,2.897447018,1917
"{Blueberries,Organic Baby Spinach} => {Banana}",0.000624597,0.360826595,2.454714247,2008
"{Blueberries,Organic Strawberries} => {Banana}",0.000607178,0.323768452,2.202606583,1952
"{Organic Ginger Root,Organic Yellow Onion} => {Organic Garlic}",0.000791633,0.375147406,10.98627813,2545
"{Organic Ginger Root,Organic Hass Avocado} => {Bag of Organic Bananas}",0.00087033,0.337841101,2.862344373,2798
"{Organic Ginger Root,Organic Strawberries} => {Bag of Organic Bananas}",0.000679031,0.304760575,2.582071022,2183
"{Organic Raspberries,Organic Unsweetened Almond Milk} => {Bag of Organic Bananas}",0.000552432,0.376750106,3.191999263,1776
"{Organic Avocado,Organic Unsweetened Almond Milk} => {Banana}",0.000560831,0.35077821,2.386354782,1803
"{Organic Hass Avocado,Organic Unsweetened Almond Milk} => {Bag of Organic Bananas}",0.00110953,0.396289301,3.357544264,3567
"{Organic Strawberries,Organic Unsweetened Almond Milk} => {Bag of Organic Bananas}",0.000879972,0.327734013,2.776712498,2829
"{Organic D'Anjou Pears,Organic Kiwi} => {Bag of Organic Bananas}",0.00051946,0.397146254,3.364804764,1670
"{Organic D'Anjou Pears,Organic Gala Apples} => {Bag of Organic Bananas}",0.000571718,0.3781115,3.203533613,1838
"{Organic D'Anjou Pears,Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}",0.000651659,0.425380711,3.604019994,2095
"{Apple Honeycrisp Organic,Organic D'Anjou Pears} => {Bag of Organic Bananas}",0.000698317,0.3988275,3.379049049,2245
"{Organic Cucumber,Organic D'Anjou Pears} => {Bag of Organic Bananas}",0.000509196,0.410893574,3.481278347,1637
"{Organic D'Anjou Pears,Organic Zucchini} => {Bag of Organic Bananas}",0.000538124,0.397335783,3.366410538,1730
"{Organic D'Anjou Pears,Organic Whole Milk} => {Bag of Organic Bananas}",0.000516039,0.327541955,2.775085291,1659
"{Organic D'Anjou Pears,Organic Raspberries} => {Organic Strawberries}",0.000711692,0.334160946,4.058762136,2288
"{Organic D'Anjou Pears,Organic Raspberries} => {Bag of Organic Bananas}",0.00091761,0.430845626,3.650321256,2950
"{Organic Avocado,Organic D'Anjou Pears} => {Banana}",0.000507951,0.344732953,2.345228717,1633
"{Organic D'Anjou Pears,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001293674,0.447685684,3.792997929,4159
"{Organic Baby Spinach,Organic D'Anjou Pears} => {Bag of Organic Bananas}",0.000874062,0.348765049,2.954897057,2810
"{Organic D'Anjou Pears,Organic Strawberries} => {Bag of Organic Bananas}",0.001228353,0.377894737,3.201697099,3949
"{Cucumber Kirby,Red Vine Tomato} => {Banana}",0.00084389,0.404442457,2.751434276,2713
"{Red Vine Tomato,Strawberries} => {Banana}",0.000584471,0.431557189,2.935896619,1879
"{Limes,Red Vine Tomato} => {Banana}",0.000630818,0.307505686,2.091970491,2028
"{Large Lemon,Red Vine Tomato} => {Banana}",0.000751507,0.345884037,2.353059575,2416
"{Organic Avocado,Red Vine Tomato} => {Banana}",0.000927564,0.360667634,2.453632834,2982
"{Organic Baby Spinach,Red Vine Tomato} => {Banana}",0.000875929,0.371945582,2.530357052,2816
"{Organic Strawberries,Red Vine Tomato} => {Banana}",0.000678098,0.353723836,2.406393962,2180
"{Organic Kiwi,Organic Zucchini} => {Bag of Organic Bananas}",0.000572962,0.394179328,3.339667606,1842
"{Organic Kiwi,Organic Raspberries} => {Organic Strawberries}",0.000774836,0.340719464,4.138422738,2491
"{Organic Kiwi,Organic Raspberries} => {Bag of Organic Bananas}",0.000944983,0.41553823,3.520629996,3038
"{Organic Avocado,Organic Kiwi} => {Banana}",0.000624908,0.348421783,2.370323936,2009
"{Organic Hass Avocado,Organic Kiwi} => {Organic Strawberries}",0.000944672,0.321171743,3.900993587,3037
"{Organic Hass Avocado,Organic Kiwi} => {Bag of Organic Bananas}",0.001280299,0.435279188,3.687884421,4116
"{Organic Baby Spinach,Organic Kiwi} => {Bag of Organic Bananas}",0.000790078,0.31517558,2.670311709,2540
"{Organic Kiwi,Organic Strawberries} => {Bag of Organic Bananas}",0.001282165,0.330129745,2.797010238,4122
"{Organic Cucumber,Organic Garnet Sweet Potato (Yam)} => {Bag of Organic Bananas}",0.000501108,0.381392045,3.231327898,1611
"{Organic Garnet Sweet Potato (Yam),Organic Raspberries} => {Bag of Organic Bananas}",0.000524748,0.412570311,3.495484424,1687
"{Large Lemon,Organic Garnet Sweet Potato (Yam)} => {Banana}",0.00063735,0.317035432,2.156801644,2049
"{Organic Avocado,Organic Garnet Sweet Potato (Yam)} => {Banana}",0.000774525,0.350260234,2.382830971,2490
"{Organic Garnet Sweet Potato (Yam),Organic Hass Avocado} => {Bag of Organic Bananas}",0.001226798,0.38321026,3.246732646,3944
"{Bag of Organic Bananas,Organic Garnet Sweet Potato (Yam)} => {Organic Hass Avocado}",0.001226798,0.31052673,4.674059439,3944
"{Organic Garnet Sweet Potato (Yam),Organic Strawberries} => {Bag of Organic Bananas}",0.000819317,0.328019925,2.779134877,2634
"{Organic Fuji Apple,Red Peppers} => {Banana}",0.000513862,0.447090663,3.041571315,1652
"{Cucumber Kirby,Red Peppers} => {Banana}",0.000698317,0.378009766,2.571611881,2245
"{Red Peppers,Strawberries} => {Banana}",0.000531281,0.417603912,2.840972054,1708
"{Limes,Red Peppers} => {Banana}",0.000639838,0.310396861,2.111639244,2057
"{Large Lemon,Red Peppers} => {Banana}",0.000557409,0.324814211,2.209720907,1792
"{Organic Avocado,Red Peppers} => {Banana}",0.000760839,0.380167858,2.586293448,2446
"{Organic Baby Spinach,Red Peppers} => {Banana}",0.000841713,0.322334723,2.192852878,2706
"{Organic Strawberries,Red Peppers} => {Banana}",0.000632684,0.318459371,2.166488738,2034
"{Organic Peeled Whole Baby Carrots,Original Hummus} => {Banana}",0.000529414,0.343006852,2.333485998,1702
"{Cucumber Kirby,Organic Peeled Whole Baby Carrots} => {Banana}",0.000555543,0.447282745,3.042878053,1786
"{Organic Peeled Whole Baby Carrots,Organic Raspberries} => {Bag of Organic Bananas}",0.000546833,0.35928878,3.044058919,1758
"{Organic Avocado,Organic Peeled Whole Baby Carrots} => {Banana}",0.000835803,0.403938665,2.748006966,2687
"{Organic Hass Avocado,Organic Peeled Whole Baby Carrots} => {Bag of Organic Bananas}",0.00069334,0.325639153,2.758963883,2229
"{Organic Baby Spinach,Organic Peeled Whole Baby Carrots} => {Banana}",0.000862864,0.31779127,2.161943633,2774
"{Green Bell Pepper,Organic Avocado} => {Banana}",0.000580116,0.30330135,2.063368264,1865
"{Green Bell Pepper,Organic Hass Avocado} => {Bag of Organic Bananas}",0.00077888,0.322888459,2.735658748,2504
"{Organic Cucumber,Organic Granny Smith Apple} => {Bag of Organic Bananas}",0.000538435,0.332692677,2.81872457,1731
"{Organic Granny Smith Apple,Organic Raspberries} => {Bag of Organic Bananas}",0.000765193,0.380275158,3.22186512,2460
"{Organic Avocado,Organic Granny Smith Apple} => {Banana}",0.000540923,0.30806023,2.095743072,1739
"{Organic Granny Smith Apple,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001098021,0.382531426,3.240981252,3530
"{Organic Granny Smith Apple,Organic Strawberries} => {Bag of Organic Bananas}",0.000959291,0.32028248,2.713579701,3084
"{Organic Blackberries,Strawberries} => {Banana}",0.000812785,0.340855727,2.318851826,2613
"{Organic Avocado,Organic Blackberries} => {Banana}",0.000656324,0.366001735,2.48992088,2110
"{Organic Blackberries,Organic Hass Avocado} => {Organic Strawberries}",0.00065197,0.315472607,3.831771143,2096
"{Organic Blackberries,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000686186,0.332028898,2.813100731,2206
"{100% Whole Wheat Bread,Strawberries} => {Banana}",0.000656013,0.446254761,3.035884647,2109
"{100% Whole Wheat Bread,Organic Raspberries} => {Bag of Organic Bananas}",0.000554299,0.391132572,3.313854098,1782
"{100% Whole Wheat Bread,Organic Avocado} => {Banana}",0.000524437,0.357582185,2.432642426,1686
"{100% Whole Wheat Bread,Organic Hass Avocado} => {Organic Strawberries}",0.000569851,0.304825291,3.702447468,1832
"{100% Whole Wheat Bread,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000701427,0.375207987,3.178933722,2255
"{100% Whole Wheat Bread,Organic Strawberries} => {Bag of Organic Bananas}",0.000798787,0.300737791,2.547988157,2568
"{Half & Half,Organic Fuji Apple} => {Banana}",0.000530969,0.457150509,3.11000875,1707
"{Half & Half,Organic Avocado} => {Banana}",0.000603134,0.383580613,2.609510523,1939
"{Organic Cucumber,Organic Red Bell Pepper} => {Bag of Organic Bananas}",0.000628641,0.330660995,2.801511226,2021
"{Organic Lemon,Organic Red Bell Pepper} => {Organic Hass Avocado}",0.000518527,0.331082423,4.983464462,1667
"{Organic Lemon,Organic Red Bell Pepper} => {Bag of Organic Bananas}",0.000515728,0.329294935,2.789937347,1658
"{Organic Raspberries,Organic Red Bell Pepper} => {Organic Strawberries}",0.000632373,0.330569106,4.015135173,2033
"{Organic Raspberries,Organic Red Bell Pepper} => {Bag of Organic Bananas}",0.000707959,0.370081301,3.135498094,2276
"{Organic Avocado,Organic Red Bell Pepper} => {Banana}",0.000638283,0.318238213,2.164984199,2052
"{Organic Hass Avocado,Organic Red Bell Pepper} => {Bag of Organic Bananas}",0.001271278,0.364520157,3.088381539,4087
"{Bag of Organic Bananas,Organic Red Bell Pepper} => {Organic Hass Avocado}",0.001271278,0.31494182,4.740515531,4087
"{Organic Italian Parsley Bunch,Organic Yellow Onion} => {Organic Garlic}",0.000933474,0.325311653,9.526826646,3001
"{Organic Hass Avocado,Organic Italian Parsley Bunch} => {Bag of Organic Bananas}",0.000937206,0.336760925,2.85319263,3013
"{Organic Raspberries,Organic Whole String Cheese} => {Organic Strawberries}",0.000721335,0.34254062,4.160542741,2319
"{Organic Raspberries,Organic Whole String Cheese} => {Bag of Organic Bananas}",0.000795677,0.377843427,3.201262378,2558
"{Organic Avocado,Organic Whole String Cheese} => {Banana}",0.000695206,0.393416652,2.676425393,2235
"{Organic Hass Avocado,Organic Whole String Cheese} => {Organic Strawberries}",0.000997862,0.316402012,3.843059819,3208
"{Organic Hass Avocado,Organic Whole String Cheese} => {Bag of Organic Bananas}",0.001237996,0.392543643,3.325809337,3980
"{Organic Strawberries,Organic Whole String Cheese} => {Bag of Organic Bananas}",0.001265368,0.30104344,2.550577749,4068
"{Organic Cucumber,Organic Tomato Cluster} => {Bag of Organic Bananas}",0.000623042,0.324425008,2.748677094,2003
"{Organic Lemon,Organic Tomato Cluster} => {Organic Hass Avocado}",0.00058727,0.363076923,5.46504682,1888
"{Organic Lemon,Organic Tomato Cluster} => {Bag of Organic Bananas}",0.000547144,0.338269231,2.865971683,1759
"{Organic Tomato Cluster,Organic Zucchini} => {Bag of Organic Bananas}",0.000563941,0.308911228,2.617237256,1813
"{Organic Tomato Cluster,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000678098,0.30992323,2.625811396,2180
"{Organic Raspberries,Organic Tomato Cluster} => {Organic Hass Avocado}",0.000623975,0.346579129,5.216721438,2006
"{Organic Raspberries,Organic Tomato Cluster} => {Organic Strawberries}",0.000599712,0.333102972,4.045911838,1928
"{Organic Raspberries,Organic Tomato Cluster} => {Bag of Organic Bananas}",0.000728178,0.404457498,3.426748966,2341
"{Organic Avocado,Organic Tomato Cluster} => {Banana}",0.000582916,0.302111881,2.055276274,1874
"{Organic Hass Avocado,Organic Tomato Cluster} => {Bag of Organic Bananas}",0.001451068,0.357170201,3.026109353,4665
"{Bag of Organic Bananas,Organic Tomato Cluster} => {Organic Hass Avocado}",0.001451068,0.309760956,4.662532981,4665
"{Organic Strawberries,Organic Tomato Cluster} => {Bag of Organic Bananas}",0.001152145,0.317123288,2.686813578,3704
"{Organic Half & Half,Organic Raspberries} => {Bag of Organic Bananas}",0.000507329,0.356346952,3.019134409,1631
"{Organic Half & Half,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000725378,0.335829493,2.845301109,2332
"{Cucumber Kirby,Michigan Organic Kale} => {Banana}",0.000632684,0.359363958,2.444763882,2034
"{Large Lemon,Michigan Organic Kale} => {Banana}",0.000859443,0.312591922,2.126572309,2763
"{Michigan Organic Kale,Organic Avocado} => {Banana}",0.001028034,0.339183087,2.307472808,3305
"{Michigan Organic Kale,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000986353,0.306258451,2.59476171,3171
"{Asparagus,Cucumber Kirby} => {Banana}",0.000554299,0.361753959,2.461023131,1782
"{Asparagus,Organic Raspberries} => {Bag of Organic Bananas}",0.00060189,0.344428622,2.918156866,1935
"{Asparagus,Organic Avocado} => {Banana}",0.000951515,0.337936368,2.298991339,3059
"{Asparagus,Organic Hass Avocado} => {Bag of Organic Bananas}",0.00080252,0.304928495,2.58349372,2580
"{Organic Fuji Apple,Sparkling Water Grapefruit} => {Banana}",0.000510751,0.449247606,3.056245063,1642
"{Large Lemon,Sparkling Water Grapefruit} => {Banana}",0.000551499,0.320383086,2.179575835,1773
"{Organic Avocado,Sparkling Water Grapefruit} => {Banana}",0.000633306,0.329183508,2.239445373,2036
"{Organic Cilantro,Organic Red Onion} => {Limes}",0.000923209,0.349258649,7.984402357,2968
"{Organic Cucumber,Organic Red Onion} => {Bag of Organic Bananas}",0.000536257,0.316098276,2.678129215,1724
"{Organic Lemon,Organic Red Onion} => {Organic Hass Avocado}",0.000529414,0.304200179,4.57883196,1702
"{Organic Lemon,Organic Red Onion} => {Bag of Organic Bananas}",0.00052226,0.300089366,2.542494397,1679
"{Organic Raspberries,Organic Red Onion} => {Bag of Organic Bananas}",0.000584471,0.366419657,3.104474971,1879
"{Organic Hass Avocado,Organic Red Onion} => {Bag of Organic Bananas}",0.001137214,0.330769927,2.802434148,3656
"{Organic Red Onion,Organic Strawberries} => {Bag of Organic Bananas}",0.000874062,0.303685291,2.572960725,2810
"{Organic Cucumber,Organic Gala Apples} => {Bag of Organic Bananas}",0.000575139,0.367960199,3.117527149,1849
"{Organic Gala Apples,Organic Lemon} => {Organic Hass Avocado}",0.000521016,0.346145898,5.210200424,1675
"{Organic Gala Apples,Organic Lemon} => {Bag of Organic Bananas}",0.000568918,0.377970655,3.202340313,1829
"{Organic Gala Apples,Organic Zucchini} => {Bag of Organic Bananas}",0.00052817,0.332549941,2.817515245,1698
"{Organic Gala Apples,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000577628,0.345552661,2.927680235,1857
"{Organic Gala Apples,Organic Raspberries} => {Organic Strawberries}",0.000756173,0.327319241,3.975661891,2431
"{Organic Gala Apples,Organic Raspberries} => {Bag of Organic Bananas}",0.000918543,0.397603339,3.368677395,2953
"{Large Lemon,Organic Gala Apples} => {Banana}",0.000593802,0.328401858,2.23412778,1909
"{Organic Avocado,Organic Gala Apples} => {Banana}",0.000792255,0.354636591,2.412603467,2547
"{Organic Gala Apples,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001458533,0.399233716,3.382490697,4689
"{Organic Baby Spinach,Organic Gala Apples} => {Bag of Organic Bananas}",0.001048875,0.31561213,2.674010362,3372
